product_id,category,region,store_id,date,price,discount,units_sold,revenue
PROD_012,Automotive,North,STORE_E,2024-11-14,122.04,5,45,5217.21
PROD_011,Books,East,STORE_B,2023-09-28,21.87,15,116,2156.38
PROD_009,Beauty,Central,STORE_C,2023-10-16,34.56,0,98,3386.88
PROD_004,Clothing,Southeast,STORE_E,2023-09-15,72.92,25,43,2351.67
PROD_002,Electronics,Central,STORE_G,2023-02-15,154.8,0,184,28483.2
PROD_011,Books,East,STORE_E,2024-03-28,20.44,5,142,2757.36
PROD_001,Electronics,South,STORE_B,2024-12-08,277.2,0,11,3049.2
PROD_014,Electronics,East,STORE_F,2024-03-16,561.03,0,7,3927.21
PROD_015,Sports,Northeast,STORE_A,2023-08-04,215.46,0,18,3878.28
PROD_006,Groceries,East,STORE_G,2023-08-31,8.38,0,437,3662.06
PROD_013,Health,Northwest,STORE_C,2023-01-26,47.7,10,56,2404.08
PROD_013,Health,West,STORE_G,2023-10-01,45.4,30,72,2288.16
PROD_007,Furniture,Southeast,STORE_A,2023-08-16,469.73,0,3,1409.19
PROD_006,Groceries,West,STORE_E,2023-08-17,8.66,20,445,3082.96
PROD_006,Groceries,South,STORE_E,2023-10-13,8.72,30,391,2386.66
PROD_011,Books,North,STORE_F,2023-04-29,21.95,5,137,2856.79
PROD_010,Toys,North,STORE_E,2023-04-22,23.68,10,139,2962.37
PROD_013,Health,Northwest,STORE_F,2024-09-12,45.3,5,65,2797.28
PROD_015,Sports,Central,STORE_D,2023-02-15,195.56,0,0,0.0
PROD_015,Sports,Northeast,STORE_D,2024-03-17,217.99,30,18,2746.67
PROD_006,Groceries,South,STORE_F,2023-11-04,8.26,10,616,4579.34
PROD_006,Groceries,Central,STORE_G,2024-07-21,9.51,15,373,3015.15
PROD_007,Furniture,Central,STORE_C,2024-02-20,493.16,25,0,0.0
PROD_005,Groceries,Northwest,STORE_D,2024-08-16,13.42,20,289,3102.7
PROD_008,Sports,West,STORE_H,2024-06-07,95.78,15,29,2360.98
PROD_013,Health,South,STORE_C,2023-10-18,45.72,20,81,2962.66
PROD_006,Groceries,West,STORE_B,2024-11-19,9.16,5,552,4803.5
PROD_003,Clothing,North,STORE_A,2023-09-08,50.57,5,73,3507.03
PROD_013,Health,Southeast,STORE_B,2024-02-29,42.77,5,61,2478.52
PROD_012,Automotive,Southeast,STORE_G,2024-02-14,138.38,15,18,2117.21
PROD_001,Electronics,Northwest,STORE_B,2023-08-13,292.48,0,16,4679.68
PROD_009,Beauty,North,STORE_H,2024-07-24,31.58,30,110,2431.66
PROD_008,Sports,Southeast,STORE_C,2024-11-14,82.35,0,49,4035.15
PROD_006,Groceries,Northwest,STORE_H,2024-07-15,9.22,10,441,3659.42
PROD_014,Electronics,Southeast,STORE_H,2023-09-23,655.03,0,1,655.03
PROD_005,Groceries,West,STORE_H,2023-10-09,11.72,5,255,2839.17
PROD_004,Clothing,Northeast,STORE_E,2023-11-24,77.76,0,58,4510.08
PROD_003,Clothing,Northwest,STORE_D,2024-12-11,48.09,20,115,4424.28
PROD_007,Furniture,Northeast,STORE_G,2024-07-09,531.19,30,4,1487.33
PROD_014,Electronics,Northwest,STORE_G,2024-08-21,633.3,5,4,2406.54
PROD_015,Sports,Southeast,STORE_G,2023-01-07,196.58,0,14,2752.12
PROD_007,Furniture,West,STORE_G,2024-05-14,461.99,30,7,2263.75
PROD_001,Electronics,Northeast,STORE_G,2024-11-15,301.2,20,16,3855.36
PROD_003,Clothing,East,STORE_H,2024-09-29,49.03,0,64,3137.92
PROD_010,Toys,South,STORE_A,2024-10-20,27.0,10,121,2940.3
PROD_003,Clothing,Central,STORE_A,2024-01-24,54.03,0,45,2431.35
PROD_006,Groceries,Central,STORE_G,2024-03-07,8.63,5,366,3000.65
PROD_001,Electronics,Northeast,STORE_A,2023-08-18,325.58,5,7,2165.11
PROD_011,Books,North,STORE_A,2023-09-11,20.47,0,135,2763.45
PROD_003,Clothing,East,STORE_D,2024-04-29,45.75,0,55,2516.25
PROD_004,Clothing,Central,STORE_H,2024-01-13,74.9,0,42,3145.8
PROD_012,Automotive,East,STORE_B,2023-11-15,142.29,10,29,3713.77
PROD_005,Groceries,Northwest,STORE_G,2023-07-23,11.95,0,271,3238.45
PROD_011,Books,South,STORE_D,2024-12-14,19.41,25,255,3712.16
PROD_010,Toys,North,STORE_B,2023-12-22,22.69,15,233,4493.75
PROD_002,Electronics,North,STORE_F,2024-03-06,162.62,0,13,2114.06
PROD_006,Groceries,East,STORE_H,2024-03-21,9.16,40,393,2159.93
PROD_011,Books,Southeast,STORE_E,2024-04-21,21.03,5,154,3076.69
PROD_005,Groceries,West,STORE_F,2023-03-30,11.88,15,296,2989.01
PROD_013,Health,Northwest,STORE_H,2023-12-11,41.46,5,117,4608.28
PROD_003,Clothing,West,STORE_H,2023-12-30,52.36,0,92,4817.12
PROD_015,Sports,North,STORE_E,2024-06-13,201.4,0,14,2819.6
PROD_012,Automotive,Southeast,STORE_G,2024-07-22,137.51,5,16,2090.15
PROD_011,Books,Southeast,STORE_H,2023-01-18,20.22,10,128,2329.34
PROD_012,Automotive,Central,STORE_D,2024-11-10,126.43,10,42,4779.05
PROD_009,Beauty,Northwest,STORE_F,2024-07-17,33.8,30,117,2768.22
PROD_005,Groceries,Central,STORE_E,2023-08-25,11.47,20,305,2798.68
PROD_002,Electronics,West,STORE_C,2023-08-10,164.46,0,18,2960.28
PROD_010,Toys,South,STORE_E,2023-07-18,26.59,15,148,3345.02
PROD_005,Groceries,East,STORE_A,2023-10-08,13.17,0,217,2857.89
PROD_005,Groceries,Southeast,STORE_C,2023-04-16,13.09,5,246,3059.13
PROD_008,Sports,Southeast,STORE_H,2023-12-15,90.1,30,55,3468.85
PROD_014,Electronics,South,STORE_H,2023-03-08,594.5,5,2,1129.55
PROD_011,Books,East,STORE_A,2023-06-02,21.03,10,176,3331.15
PROD_002,Electronics,South,STORE_D,2024-07-25,160.51,15,22,3001.54
PROD_013,Health,Northwest,STORE_D,2024-04-06,48.93,0,47,2299.71
PROD_010,Toys,Central,STORE_G,2024-08-05,26.7,0,145,3871.5
PROD_012,Automotive,West,STORE_B,2024-10-02,121.26,20,30,2910.24
PROD_003,Clothing,East,STORE_D,2024-07-19,48.15,10,0,0.0
PROD_008,Sports,Central,STORE_H,2023-02-03,92.22,5,23,2015.01
PROD_012,Automotive,South,STORE_H,2024-12-04,140.38,5,35,4667.64
PROD_013,Health,Northwest,STORE_D,2023-04-28,45.38,5,62,2672.88
PROD_015,Sports,East,STORE_E,2023-03-15,185.56,15,19,2996.79
PROD_010,Toys,Southeast,STORE_E,2023-05-08,26.43,0,105,2775.15
PROD_007,Furniture,Southeast,STORE_E,2024-03-24,452.45,10,9,3664.84
PROD_007,Furniture,Central,STORE_F,2023-01-27,502.98,5,2,955.66
PROD_014,Electronics,Central,STORE_A,2024-08-13,623.26,5,4,2368.39
PROD_008,Sports,Central,STORE_H,2023-07-05,98.04,0,35,3431.4
PROD_014,Electronics,South,STORE_H,2024-04-26,570.71,15,3,1455.31
PROD_011,Books,East,STORE_B,2023-12-04,21.07,5,202,4043.33
PROD_011,Books,North,STORE_G,2024-04-10,21.69,5,153,3152.64
PROD_002,Electronics,North,STORE_G,2024-11-04,144.95,0,25,3623.75
PROD_001,Electronics,Northeast,STORE_D,2024-09-29,314.64,0,10,3146.4
PROD_013,Health,West,STORE_A,2023-10-01,41.76,0,69,2881.44
PROD_008,Sports,South,STORE_H,2023-01-30,87.51,10,33,2599.05
PROD_004,Clothing,Central,STORE_C,2024-07-18,80.23,40,298,14345.12
PROD_004,Clothing,Southeast,STORE_B,2023-05-01,80.55,0,33,2658.15
PROD_015,Sports,Central,STORE_E,2024-03-01,188.39,25,15,2119.39
PROD_004,Clothing,East,STORE_H,2024-01-28,78.03,20,35,2184.84
PROD_012,Automotive,South,STORE_C,2023-10-10,128.78,5,23,2813.84
PROD_006,Groceries,North,STORE_E,2023-10-17,8.37,0,350,2929.5
PROD_010,Toys,East,STORE_H,2024-04-02,24.53,0,111,2722.83
PROD_009,Beauty,Southeast,STORE_G,2023-11-26,34.35,10,139,4297.19
PROD_004,Clothing,West,STORE_G,2024-02-25,81.51,0,31,2526.81
PROD_012,Automotive,Northwest,STORE_G,2024-11-10,123.18,0,33,4064.94
PROD_003,Clothing,North,STORE_H,2023-05-10,54.62,30,51,1949.93
PROD_014,Electronics,Southeast,STORE_B,2023-04-13,541.55,0,3,1624.65
PROD_012,Automotive,Northwest,STORE_C,2024-11-01,139.78,10,36,4528.87
PROD_013,Health,Northeast,STORE_E,2024-09-30,43.76,0,75,3282.0
PROD_014,Electronics,Northwest,STORE_F,2023-11-21,592.33,0,6,3553.98
PROD_008,Sports,South,STORE_A,2023-08-29,90.74,10,37,3021.64
PROD_004,Clothing,Northwest,STORE_B,2023-04-11,78.74,0,49,3858.26
PROD_002,Electronics,East,STORE_H,2024-12-11,135.54,25,30,3049.65
PROD_006,Groceries,Central,STORE_A,2024-01-03,9.09,10,294,2405.21
PROD_009,Beauty,East,STORE_G,2023-06-24,32.47,0,102,3311.94
PROD_007,Furniture,Southeast,STORE_D,2024-08-20,509.03,10,6,2748.76
PROD_005,Groceries,Central,STORE_H,2024-11-13,13.65,0,2324,31722.6
PROD_015,Sports,East,STORE_E,2023-03-17,195.56,0,13,2542.28
PROD_010,Toys,Northwest,STORE_E,2024-12-07,27.24,5,210,5434.38
PROD_004,Clothing,Southeast,STORE_G,2023-04-20,76.31,5,31,2247.33
PROD_010,Toys,Central,STORE_E,2023-01-23,24.97,10,98,2202.35
PROD_005,Groceries,North,STORE_A,2024-09-12,12.11,5,248,2853.12
PROD_015,Sports,West,STORE_E,2024-09-13,198.38,0,8,1587.04
PROD_004,Clothing,East,STORE_E,2024-10-05,76.34,10,38,2610.83
PROD_001,Electronics,Southeast,STORE_E,2023-02-04,327.72,15,12,3342.74
PROD_002,Electronics,Northeast,STORE_E,2024-03-01,136.17,15,34,3935.31
PROD_009,Beauty,Central,STORE_F,2023-06-18,34.8,0,89,3097.2
PROD_008,Sports,Northeast,STORE_E,2023-04-28,97.63,40,50,2928.9
PROD_013,Health,Northwest,STORE_D,2024-07-24,48.09,0,84,4039.56
PROD_001,Electronics,South,STORE_E,2024-04-10,303.63,5,17,4903.62
PROD_005,Groceries,Northeast,STORE_G,2023-04-21,12.57,30,268,2358.13
PROD_010,Toys,West,STORE_F,2024-10-25,22.68,5,136,2930.26
PROD_015,Sports,Northwest,STORE_E,2023-04-30,210.72,5,11,2202.02
PROD_005,Groceries,South,STORE_H,2023-04-10,11.53,5,258,2826.0
PROD_007,Furniture,Northeast,STORE_H,2024-11-17,453.3,0,14,6346.2
PROD_009,Beauty,East,STORE_G,2024-02-29,31.95,5,86,2610.31
PROD_010,Toys,Central,STORE_G,2023-02-03,25.05,0,83,2079.15
PROD_008,Sports,Northeast,STORE_D,2023-04-12,98.22,20,37,2907.31
PROD_015,Sports,North,STORE_F,2024-02-12,200.72,10,12,2167.78
PROD_014,Electronics,South,STORE_H,2024-11-09,630.98,10,5,2839.41
PROD_001,Electronics,Northeast,STORE_A,2023-09-07,297.44,5,8,2260.54
PROD_004,Clothing,West,STORE_B,2024-08-23,87.28,20,54,3770.5
PROD_006,Groceries,North,STORE_C,2023-10-11,9.41,0,304,2860.64
PROD_003,Clothing,East,STORE_E,2023-04-23,52.22,5,47,2331.62
PROD_001,Electronics,West,STORE_F,2024-08-25,323.66,40,13,2524.55
PROD_001,Electronics,Northwest,STORE_C,2024-06-22,290.86,10,13,3403.06
PROD_008,Sports,South,STORE_F,2024-04-07,96.62,0,26,2512.12
PROD_001,Electronics,Southeast,STORE_E,2024-10-20,320.21,10,8,2305.51
PROD_008,Sports,Northwest,STORE_G,2024-12-03,95.71,20,57,4364.38
PROD_008,Sports,South,STORE_B,2023-11-26,92.09,40,65,3591.51
PROD_005,Groceries,Northwest,STORE_F,2024-09-03,11.27,20,269,2425.3
PROD_010,Toys,South,STORE_G,2024-12-19,24.65,20,210,4141.2
PROD_015,Sports,Northwest,STORE_D,2024-04-07,184.09,30,21,2706.12
PROD_014,Electronics,Northwest,STORE_H,2024-03-01,559.96,15,2,951.93
PROD_006,Groceries,Northeast,STORE_E,2023-06-06,9.66,40,421,2440.12
PROD_002,Electronics,South,STORE_B,2024-03-18,135.65,0,21,2848.65
PROD_013,Health,North,STORE_C,2024-08-23,40.5,0,88,3564.0
PROD_011,Books,Northwest,STORE_B,2023-12-29,19.8,0,257,5088.6
PROD_007,Furniture,Central,STORE_A,2024-09-06,532.93,15,6,2717.94
PROD_009,Beauty,East,STORE_D,2024-11-03,38.09,5,130,4704.12
PROD_006,Groceries,South,STORE_F,2023-10-13,8.89,0,326,2898.14
PROD_014,Electronics,Central,STORE_A,2023-01-30,565.56,0,3,1696.68
PROD_005,Groceries,Northeast,STORE_F,2023-01-07,11.48,0,207,2376.36
PROD_011,Books,South,STORE_G,2023-05-26,21.18,0,161,3409.98
PROD_002,Electronics,Northwest,STORE_D,2024-03-05,158.89,5,13,1962.29
PROD_005,Groceries,South,STORE_F,2023-02-23,11.87,10,201,2147.28
PROD_001,Electronics,Central,STORE_B,2024-03-29,286.13,15,11,2675.32
PROD_008,Sports,Central,STORE_G,2023-08-09,82.29,5,44,3439.72
PROD_007,Furniture,Central,STORE_B,2024-11-25,518.46,20,7,2903.38
PROD_011,Books,North,STORE_E,2023-08-14,20.8,10,184,3444.48
PROD_001,Electronics,Central,STORE_D,2023-08-05,274.94,20,11,2419.47
PROD_005,Groceries,South,STORE_F,2023-01-08,12.97,20,188,1950.69
PROD_003,Clothing,West,STORE_G,2024-05-27,54.5,0,64,3488.0
PROD_006,Groceries,Northwest,STORE_B,2023-02-13,8.18,5,310,2409.01
PROD_002,Electronics,Northwest,STORE_F,2024-08-10,153.75,15,26,3397.88
PROD_005,Groceries,Northwest,STORE_B,2023-01-22,13.49,5,196,2511.84
PROD_010,Toys,Northeast,STORE_H,2023-04-01,22.69,0,131,2972.39
PROD_007,Furniture,South,STORE_G,2024-02-10,473.76,0,6,2842.56
PROD_004,Clothing,East,STORE_F,2023-03-20,74.58,0,41,3057.78
PROD_009,Beauty,Northeast,STORE_D,2023-12-26,34.94,0,131,4577.14
PROD_014,Electronics,West,STORE_C,2023-04-16,640.84,0,6,3845.04
PROD_010,Toys,South,STORE_C,2023-07-01,24.68,15,155,3251.59
PROD_008,Sports,Northeast,STORE_H,2024-10-04,95.26,10,29,2486.29
PROD_008,Sports,Central,STORE_H,2023-10-09,92.36,15,26,2041.16
PROD_002,Electronics,Southeast,STORE_E,2024-04-07,142.12,40,22,1875.98
PROD_005,Groceries,South,STORE_B,2024-09-21,12.34,0,237,2924.58
PROD_010,Toys,Southeast,STORE_A,2024-08-08,25.8,0,145,3741.0
PROD_008,Sports,North,STORE_C,2024-04-06,85.64,10,34,2620.58
PROD_006,Groceries,East,STORE_B,2023-02-10,9.83,5,236,2203.89
PROD_008,Sports,Northeast,STORE_C,2024-01-17,89.07,10,21,1683.42
PROD_013,Health,North,STORE_F,2024-10-08,49.03,0,58,2843.74
PROD_002,Electronics,Central,STORE_G,2023-09-16,157.08,10,21,2968.81
PROD_015,Sports,Northeast,STORE_C,2023-03-25,197.84,20,18,2848.9
PROD_006,Groceries,Northwest,STORE_E,2023-05-13,8.58,0,353,3028.74
PROD_005,Groceries,Northeast,STORE_G,2023-05-11,12.85,0,215,2762.75
PROD_012,Automotive,Northwest,STORE_B,2024-06-04,130.18,0,41,5337.38
PROD_003,Clothing,Northeast,STORE_D,2024-05-12,48.22,40,76,2198.83
PROD_003,Clothing,Central,STORE_B,2023-04-14,49.88,10,55,2469.06
PROD_012,Automotive,Northeast,STORE_A,2024-09-24,120.72,30,33,2788.63
PROD_003,Clothing,East,STORE_C,2024-03-24,45.93,10,66,2728.24
PROD_012,Automotive,Southeast,STORE_D,2024-09-17,134.19,40,23,1851.82
PROD_008,Sports,West,STORE_D,2023-11-13,92.11,20,56,4126.53
PROD_015,Sports,Northeast,STORE_D,2024-11-25,207.57,10,21,3923.07
PROD_008,Sports,Northwest,STORE_E,2024-05-29,93.0,10,29,2427.3
PROD_014,Electronics,East,STORE_D,2023-09-14,643.96,40,2,772.75
PROD_006,Groceries,South,STORE_B,2023-10-19,8.82,0,348,3069.36
PROD_008,Sports,Northwest,STORE_C,2023-04-04,96.79,0,35,3387.65
PROD_008,Sports,North,STORE_F,2024-02-29,86.9,10,30,2346.3
PROD_004,Clothing,South,STORE_G,2024-01-19,78.21,5,27,2006.09
PROD_002,Electronics,East,STORE_F,2023-05-21,135.43,10,17,2072.08
PROD_008,Sports,Southeast,STORE_C,2024-04-04,89.33,5,42,3564.27
PROD_001,Electronics,West,STORE_E,2023-06-03,271.53,0,14,3801.42
PROD_009,Beauty,South,STORE_G,2023-10-23,33.21,5,88,2776.36
PROD_004,Clothing,Southeast,STORE_G,2023-03-06,83.44,5,44,3487.79
PROD_010,Toys,West,STORE_A,2023-05-28,26.98,0,0,0.0
PROD_006,Groceries,Northwest,STORE_D,2023-07-11,8.95,0,382,3418.9
PROD_006,Groceries,North,STORE_B,2024-02-04,8.6,0,294,2528.4
PROD_007,Furniture,Central,STORE_F,2023-01-17,510.01,15,4,1734.03
PROD_004,Clothing,Northeast,STORE_B,2023-05-17,74.89,5,44,3130.4
PROD_014,Electronics,Southeast,STORE_C,2024-12-13,562.22,25,8,3373.32
PROD_003,Clothing,Southeast,STORE_B,2023-02-07,53.83,0,37,1991.71
PROD_004,Clothing,Northeast,STORE_A,2023-11-14,77.76,25,75,4374.0
PROD_009,Beauty,Central,STORE_H,2023-02-07,36.95,0,72,2660.4
PROD_006,Groceries,Northeast,STORE_A,2023-10-07,9.55,15,318,2581.37
PROD_015,Sports,Southeast,STORE_G,2024-01-31,186.71,15,16,2539.26
PROD_012,Automotive,Northeast,STORE_H,2024-06-15,121.63,0,24,2919.12
PROD_007,Furniture,Northwest,STORE_B,2024-09-08,472.25,5,10,4486.38
PROD_005,Groceries,South,STORE_F,2023-03-23,12.76,0,260,3317.6
PROD_008,Sports,East,STORE_G,2024-12-07,82.53,25,57,3528.16
PROD_012,Automotive,Northwest,STORE_F,2023-10-09,125.92,10,24,2719.87
PROD_001,Electronics,Northwest,STORE_B,2024-01-08,318.01,0,13,4134.13
PROD_003,Clothing,East,STORE_A,2024-09-14,45.88,30,77,2472.93
PROD_003,Clothing,West,STORE_B,2024-10-22,45.96,5,74,3230.99
PROD_010,Toys,East,STORE_A,2024-11-26,27.4,5,174,4529.22
PROD_008,Sports,East,STORE_B,2024-06-26,83.73,40,61,3064.52
PROD_005,Groceries,South,STORE_D,2023-01-27,12.93,0,173,2236.89
PROD_007,Furniture,Central,STORE_B,2023-09-24,509.83,5,1,484.34
PROD_010,Toys,Southeast,STORE_E,2023-07-24,24.2,5,144,3310.56
PROD_008,Sports,Southeast,STORE_C,2023-03-31,86.49,5,34,2793.63
PROD_006,Groceries,South,STORE_F,2024-07-17,9.5,10,402,3437.1
PROD_014,Electronics,East,STORE_C,2024-01-06,651.66,0,9,5864.94
PROD_004,Clothing,West,STORE_C,2024-05-20,72.36,0,41,2966.76
PROD_006,Groceries,East,STORE_H,2024-09-18,8.33,20,433,2885.51
PROD_007,Furniture,Northwest,STORE_H,2024-02-24,480.79,30,7,2355.87
PROD_006,Groceries,Southeast,STORE_B,2024-04-22,9.08,30,377,2396.21
PROD_015,Sports,East,STORE_C,2024-03-19,197.57,0,16,3161.12
PROD_014,Electronics,East,STORE_B,2023-11-08,618.01,0,3,1854.03
PROD_012,Automotive,Northeast,STORE_D,2024-06-15,136.6,10,21,2581.74
PROD_005,Groceries,Central,STORE_D,2023-05-09,11.61,0,249,2890.89
PROD_002,Electronics,East,STORE_C,2023-06-25,153.53,10,21,2901.72
PROD_010,Toys,North,STORE_F,2023-01-30,24.02,10,107,2313.13
PROD_013,Health,West,STORE_E,2024-08-08,48.47,5,67,3085.12
PROD_008,Sports,Central,STORE_E,2024-05-09,89.66,0,30,2689.8
PROD_007,Furniture,Southeast,STORE_E,2023-03-16,462.45,5,10,4393.27
PROD_007,Furniture,Southeast,STORE_H,2023-07-28,544.87,5,6,3105.76
PROD_014,Electronics,Northeast,STORE_F,2024-02-13,643.75,0,4,2575.0
PROD_009,Beauty,Northeast,STORE_B,2023-09-05,36.1,30,103,2602.81
PROD_004,Clothing,South,STORE_C,2023-02-21,85.44,0,36,3075.84
PROD_010,Toys,West,STORE_G,2023-06-13,24.97,5,144,3415.9
PROD_012,Automotive,West,STORE_F,2023-06-13,118.72,5,22,2481.25
PROD_008,Sports,Southeast,STORE_E,2023-01-24,88.97,0,29,2580.13
PROD_008,Sports,West,STORE_D,2024-08-20,81.21,30,56,3183.43
PROD_008,Sports,Central,STORE_H,2024-07-03,87.28,15,208,15431.1
PROD_003,Clothing,Northeast,STORE_E,2024-02-17,49.11,5,57,2659.31
PROD_010,Toys,Northeast,STORE_D,2024-07-20,22.6,0,194,4384.4
PROD_008,Sports,South,STORE_E,2023-05-12,98.56,10,25,2217.6
PROD_013,Health,Northeast,STORE_F,2023-05-28,45.26,0,69,3122.94
PROD_009,Beauty,North,STORE_A,2023-02-09,32.59,0,59,1922.81
PROD_008,Sports,East,STORE_H,2024-09-12,87.69,5,35,2915.69
PROD_015,Sports,East,STORE_F,2024-02-07,189.62,0,11,2085.82
PROD_005,Groceries,Southeast,STORE_F,2024-12-26,11.9,5,422,4770.71
PROD_001,Electronics,Northeast,STORE_F,2024-11-20,273.22,0,20,5464.4
PROD_005,Groceries,Southeast,STORE_A,2023-09-29,11.36,0,243,2760.48
PROD_013,Health,North,STORE_D,2024-08-20,49.18,5,65,3036.86
PROD_012,Automotive,East,STORE_G,2024-11-28,136.7,15,40,4647.8
PROD_012,Automotive,West,STORE_B,2023-01-20,119.43,10,26,2794.66
PROD_007,Furniture,Northwest,STORE_D,2024-05-28,504.79,20,8,3230.66
PROD_014,Electronics,East,STORE_A,2024-06-15,562.55,5,4,2137.69
PROD_011,Books,Northwest,STORE_H,2023-11-18,20.97,0,267,5598.99
PROD_009,Beauty,Northeast,STORE_F,2024-11-23,36.78,20,140,4119.36
PROD_011,Books,Southeast,STORE_E,2023-07-16,19.46,5,199,3678.91
PROD_005,Groceries,Central,STORE_D,2023-10-23,11.59,10,252,2628.61
PROD_008,Sports,Southeast,STORE_F,2023-12-24,91.58,5,54,4698.05
PROD_012,Automotive,Central,STORE_E,2023-05-05,131.59,10,24,2842.34
PROD_015,Sports,Northeast,STORE_G,2023-05-30,204.08,0,12,2448.96
PROD_012,Automotive,Northeast,STORE_B,2024-03-28,118.51,0,31,3673.81
PROD_004,Clothing,Central,STORE_D,2024-07-29,80.27,5,35,2668.98
PROD_010,Toys,West,STORE_D,2023-02-21,22.93,0,107,2453.51
PROD_011,Books,North,STORE_D,2023-04-13,20.92,0,131,2740.52
PROD_002,Electronics,North,STORE_C,2024-07-17,158.56,0,20,3171.2
PROD_011,Books,Southeast,STORE_H,2024-10-28,20.95,30,151,2214.41
PROD_006,Groceries,North,STORE_E,2023-04-02,8.69,0,334,2902.46
PROD_012,Automotive,East,STORE_A,2024-03-03,137.34,0,29,3982.86
PROD_015,Sports,Northwest,STORE_A,2024-05-22,213.67,0,20,4273.4
PROD_014,Electronics,North,STORE_E,2023-01-10,624.71,10,4,2248.96
PROD_015,Sports,Central,STORE_F,2024-04-10,210.61,0,16,3369.76
PROD_008,Sports,Southeast,STORE_C,2023-10-07,92.81,30,26,1689.14
PROD_003,Clothing,Central,STORE_H,2023-07-10,47.75,0,369,17619.75
PROD_005,Groceries,East,STORE_D,2024-09-17,13.19,0,227,2994.13
