product_id,category,region,store_id,date,price,discount,units_sold,revenue,sale_day,sale_month,sale_year,sale_quarter,weekday_num,is_weekend,year_month,net_price,price_x_discount,avg_units_by_product,std_units_by_product,avg_units_by_category,avg_units_by_region,avg_units_by_store,total_revenue_by_product
PROD_010,Toys,West,STORE_D,2023-01-08,25.03,10,113,2545.55,8,1,2023,1,6,1,2023-01,22.53,250.3,147.84527220630372,96.01753378999314,147.84527220630372,97.36334405144694,102.1552,1158169.09
PROD_004,Clothing,North,STORE_B,2023-12-05,72.26,5,61,4187.47,5,12,2023,4,1,0,2023-12,68.65,361.3,46.686708860759495,34.71754435839137,60.807453416149066,108.9824,107.18600953895071,1063842.18
PROD_011,Books,West,STORE_H,2024-07-06,21.75,5,169,3491.96,6,7,2024,3,5,1,2024-07,20.66,108.75,185.31656804733728,118.66781713088062,185.31656804733728,97.36334405144694,110.53377265238879,1138267.86
PROD_010,Toys,West,STORE_H,2024-04-29,24.2,0,143,3460.6,29,4,2024,2,0,0,2024-04,24.2,0.0,147.84527220630372,96.01753378999314,147.84527220630372,97.36334405144694,110.53377265238879,1158169.09
PROD_002,Electronics,Northeast,STORE_G,2024-03-09,141.85,0,25,3546.25,9,3,2024,1,5,1,2024-03,141.85,0.0,25.618768328445746,24.167944245772304,14.390827517447658,108.28061224489795,110.40345368916797,1182141.79
PROD_001,Electronics,North,STORE_B,2024-02-17,290.94,15,6,1483.79,17,2,2024,1,5,1,2024-02,247.3,4364.1,11.690184049079754,7.541007602325399,14.390827517447658,108.9824,107.18600953895071,1030698.09
PROD_002,Electronics,West,STORE_D,2023-07-14,154.89,0,17,2633.13,14,7,2023,3,4,0,2023-07,154.89,0.0,25.618768328445746,24.167944245772304,14.390827517447658,97.36334405144694,102.1552,1182141.79
PROD_003,Clothing,Southeast,STORE_E,2023-09-13,51.51,0,65,3348.15,13,9,2023,3,2,0,2023-09,51.51,0.0,74.41158536585365,48.28456157795744,60.807453416149066,90.33863275039745,98.56913183279742,1096662.88
PROD_013,Health,North,STORE_B,2024-10-29,42.1,5,77,3079.62,29,10,2024,4,1,0,2024-10,39.99,210.5,85.633431085044,72.64824962236209,85.633431085044,108.9824,107.18600953895071,1190619.87
PROD_002,Electronics,East,STORE_D,2024-02-21,151.27,5,19,2730.42,21,2,2024,1,2,0,2024-02,143.71,756.35,25.618768328445746,24.167944245772304,14.390827517447658,95.08077544426494,102.1552,1182141.79
PROD_007,Furniture,East,STORE_A,2024-01-24,497.68,25,27,10078.02,24,1,2024,1,2,0,2024-01,373.26,12442.0,7.451790633608815,7.606319402383273,7.451790633608815,95.08077544426494,92.66183574879227,1197206.24
PROD_015,Sports,Central,STORE_H,2024-03-09,181.74,40,19,2071.84,9,3,2024,1,5,1,2024-03,109.04,7269.6,19.434250764525995,18.31794322912682,31.237730061349694,97.49830508474577,110.53377265238879,1160389.6300000001
PROD_013,Health,East,STORE_H,2023-07-14,47.22,30,82,2710.43,14,7,2023,3,4,0,2023-07,33.05,1416.6,85.633431085044,72.64824962236209,85.633431085044,95.08077544426494,110.53377265238879,1190619.87
PROD_010,Toys,Northeast,STORE_A,2023-02-28,27.39,0,80,2191.2,28,2,2023,1,1,0,2023-02,27.39,0.0,147.84527220630372,96.01753378999314,147.84527220630372,108.28061224489795,92.66183574879227,1158169.09
PROD_015,Sports,North,STORE_C,2024-06-04,192.67,0,20,3853.4,4,6,2024,2,1,0,2024-06,192.67,0.0,19.434250764525995,18.31794322912682,31.237730061349694,108.9824,94.81498470948013,1160389.6300000001
PROD_010,Toys,West,STORE_B,2024-02-18,25.56,40,98,1502.93,18,2,2024,1,6,1,2024-02,15.34,1022.4,147.84527220630372,96.01753378999314,147.84527220630372,97.36334405144694,107.18600953895071,1158169.09
PROD_004,Clothing,South,STORE_A,2024-03-05,77.15,20,35,2160.2,5,3,2024,1,1,0,2024-03,61.72,1543.0,46.686708860759495,34.71754435839137,60.807453416149066,117.15327380952381,92.66183574879227,1063842.18
PROD_006,Groceries,West,STORE_E,2024-11-16,8.62,5,554,4536.71,16,11,2024,4,5,1,2024-11,8.19,43.1,441.9009584664537,348.32259183097443,379.8224582701062,97.36334405144694,98.56913183279742,1118458.09
PROD_007,Furniture,Central,STORE_C,2024-04-13,500.13,5,7,3325.86,13,4,2024,2,5,1,2024-04,475.12,2500.65,7.451790633608815,7.606319402383273,7.451790633608815,97.49830508474577,94.81498470948013,1197206.24
PROD_002,Electronics,Southeast,STORE_A,2024-09-28,148.96,5,15,2122.68,28,9,2024,3,5,1,2024-09,141.51,744.8,25.618768328445746,24.167944245772304,14.390827517447658,90.33863275039745,92.66183574879227,1182141.79
PROD_002,Electronics,Central,STORE_D,2023-05-16,136.11,20,20,2177.76,16,5,2023,2,1,0,2023-05,108.89,2722.2,25.618768328445746,24.167944245772304,14.390827517447658,97.49830508474577,102.1552,1182141.79
PROD_015,Sports,Northeast,STORE_D,2023-10-19,213.1,0,26,5540.6,19,10,2023,4,3,0,2023-10,213.1,0.0,19.434250764525995,18.31794322912682,31.237730061349694,108.28061224489795,102.1552,1160389.6300000001
PROD_012,Automotive,North,STORE_E,2024-11-14,122.04,5,45,5217.21,14,11,2024,4,3,0,2024-11,115.94,610.2,27.56160458452722,13.720519650759424,27.56160458452722,108.9824,98.56913183279742,1132420.5
PROD_011,Books,East,STORE_B,2023-09-28,21.87,15,116,2156.38,28,9,2023,3,3,0,2023-09,18.59,328.05,185.31656804733728,118.66781713088062,185.31656804733728,95.08077544426494,107.18600953895071,1138267.86
PROD_009,Beauty,Central,STORE_C,2023-10-16,34.56,0,98,3386.88,16,10,2023,4,0,0,2023-10,34.56,0.0,108.44701986754967,69.21008156157887,108.44701986754967,97.49830508474577,94.81498470948013,1044407.55
PROD_004,Clothing,Southeast,STORE_E,2023-09-15,72.92,25,43,2351.67,15,9,2023,3,4,0,2023-09,54.69,1823.0,46.686708860759495,34.71754435839137,60.807453416149066,90.33863275039745,98.56913183279742,1063842.18
PROD_002,Electronics,Central,STORE_G,2023-02-15,154.8,0,184,28483.2,15,2,2023,1,2,0,2023-02,154.8,0.0,25.618768328445746,24.167944245772304,14.390827517447658,97.49830508474577,110.40345368916797,1182141.79
PROD_011,Books,East,STORE_E,2024-03-28,20.44,5,142,2757.36,28,3,2024,1,3,0,2024-03,19.42,102.2,185.31656804733728,118.66781713088062,185.31656804733728,95.08077544426494,98.56913183279742,1138267.86
PROD_001,Electronics,South,STORE_B,2024-12-08,277.2,0,11,3049.2,8,12,2024,4,6,1,2024-12,277.2,0.0,11.690184049079754,7.541007602325399,14.390827517447658,117.15327380952381,107.18600953895071,1030698.09
PROD_014,Electronics,East,STORE_F,2024-03-16,561.03,0,7,3927.21,16,3,2024,1,5,1,2024-03,561.03,0.0,5.616071428571429,4.188638939088318,14.390827517447658,95.08077544426494,104.50413223140495,1025349.73
PROD_015,Sports,Northeast,STORE_A,2023-08-04,215.46,0,18,3878.28,4,8,2023,3,4,0,2023-08,215.46,0.0,19.434250764525995,18.31794322912682,31.237730061349694,108.28061224489795,92.66183574879227,1160389.6300000001
PROD_006,Groceries,East,STORE_G,2023-08-31,8.38,0,437,3662.06,31,8,2023,3,3,0,2023-08,8.38,0.0,441.9009584664537,348.32259183097443,379.8224582701062,95.08077544426494,110.40345368916797,1118458.09
PROD_013,Health,Northwest,STORE_C,2023-01-26,47.7,10,56,2404.08,26,1,2023,1,3,0,2023-01,42.93,477.0,85.633431085044,72.64824962236209,85.633431085044,104.58473282442748,94.81498470948013,1190619.87
PROD_013,Health,West,STORE_G,2023-10-01,45.4,30,72,2288.16,1,10,2023,4,6,1,2023-10,31.78,1362.0,85.633431085044,72.64824962236209,85.633431085044,97.36334405144694,110.40345368916797,1190619.87
PROD_007,Furniture,Southeast,STORE_A,2023-08-16,469.73,0,3,1409.19,16,8,2023,3,2,0,2023-08,469.73,0.0,7.451790633608815,7.606319402383273,7.451790633608815,90.33863275039745,92.66183574879227,1197206.24
PROD_006,Groceries,West,STORE_E,2023-08-17,8.66,20,445,3082.96,17,8,2023,3,3,0,2023-08,6.93,173.2,441.9009584664537,348.32259183097443,379.8224582701062,97.36334405144694,98.56913183279742,1118458.09
PROD_006,Groceries,South,STORE_E,2023-10-13,8.72,30,391,2386.66,13,10,2023,4,4,0,2023-10,6.1,261.6,441.9009584664537,348.32259183097443,379.8224582701062,117.15327380952381,98.56913183279742,1118458.09
PROD_011,Books,North,STORE_F,2023-04-29,21.95,5,137,2856.79,29,4,2023,2,5,1,2023-04,20.85,109.75,185.31656804733728,118.66781713088062,185.31656804733728,108.9824,104.50413223140495,1138267.86
PROD_010,Toys,North,STORE_E,2023-04-22,23.68,10,139,2962.37,22,4,2023,2,5,1,2023-04,21.31,236.8,147.84527220630372,96.01753378999314,147.84527220630372,108.9824,98.56913183279742,1158169.09
PROD_013,Health,Northwest,STORE_F,2024-09-12,45.3,5,65,2797.28,12,9,2024,3,3,0,2024-09,43.04,226.5,85.633431085044,72.64824962236209,85.633431085044,104.58473282442748,104.50413223140495,1190619.87
PROD_015,Sports,Central,STORE_D,2023-02-15,195.56,0,0,0.0,15,2,2023,1,2,0,2023-02,195.56,0.0,19.434250764525995,18.31794322912682,31.237730061349694,97.49830508474577,102.1552,1160389.6300000001
PROD_015,Sports,Northeast,STORE_D,2024-03-17,217.99,30,18,2746.67,17,3,2024,1,6,1,2024-03,152.59,6539.7,19.434250764525995,18.31794322912682,31.237730061349694,108.28061224489795,102.1552,1160389.6300000001
PROD_006,Groceries,South,STORE_F,2023-11-04,8.26,10,616,4579.34,4,11,2023,4,5,1,2023-11,7.43,82.6,441.9009584664537,348.32259183097443,379.8224582701062,117.15327380952381,104.50413223140495,1118458.09
PROD_006,Groceries,Central,STORE_G,2024-07-21,9.51,15,373,3015.15,21,7,2024,3,6,1,2024-07,8.08,142.65,441.9009584664537,348.32259183097443,379.8224582701062,97.49830508474577,110.40345368916797,1118458.09
PROD_007,Furniture,Central,STORE_C,2024-02-20,493.16,25,0,0.0,20,2,2024,1,1,0,2024-02,369.87,12329.0,7.451790633608815,7.606319402383273,7.451790633608815,97.49830508474577,94.81498470948013,1197206.24
PROD_005,Groceries,Northwest,STORE_D,2024-08-16,13.42,20,289,3102.7,16,8,2024,3,4,0,2024-08,10.74,268.4,323.66473988439304,289.29728508736065,379.8224582701062,104.58473282442748,102.1552,1265688.08
PROD_008,Sports,West,STORE_H,2024-06-07,95.78,15,29,2360.98,7,6,2024,2,4,0,2024-06,81.41,1436.7,43.113846153846154,28.793474252756642,31.237730061349694,97.36334405144694,110.53377265238879,1111153.87
PROD_013,Health,South,STORE_C,2023-10-18,45.72,20,81,2962.66,18,10,2023,4,2,0,2023-10,36.58,914.4,85.633431085044,72.64824962236209,85.633431085044,117.15327380952381,94.81498470948013,1190619.87
PROD_006,Groceries,West,STORE_B,2024-11-19,9.16,5,552,4803.5,19,11,2024,4,1,0,2024-11,8.7,45.8,441.9009584664537,348.32259183097443,379.8224582701062,97.36334405144694,107.18600953895071,1118458.09
PROD_003,Clothing,North,STORE_A,2023-09-08,50.57,5,73,3507.03,8,9,2023,3,4,0,2023-09,48.04,252.85,74.41158536585365,48.28456157795744,60.807453416149066,108.9824,92.66183574879227,1096662.88
PROD_013,Health,Southeast,STORE_B,2024-02-29,42.77,5,61,2478.52,29,2,2024,1,3,0,2024-02,40.63,213.85,85.633431085044,72.64824962236209,85.633431085044,90.33863275039745,107.18600953895071,1190619.87
PROD_012,Automotive,Southeast,STORE_G,2024-02-14,138.38,15,18,2117.21,14,2,2024,1,2,0,2024-02,117.62,2075.7,27.56160458452722,13.720519650759424,27.56160458452722,90.33863275039745,110.40345368916797,1132420.5
PROD_001,Electronics,Northwest,STORE_B,2023-08-13,292.48,0,16,4679.68,13,8,2023,3,6,1,2023-08,292.48,0.0,11.690184049079754,7.541007602325399,14.390827517447658,104.58473282442748,107.18600953895071,1030698.09
PROD_009,Beauty,North,STORE_H,2024-07-24,31.58,30,110,2431.66,24,7,2024,3,2,0,2024-07,22.11,947.4,108.44701986754967,69.21008156157887,108.44701986754967,108.9824,110.53377265238879,1044407.55
PROD_008,Sports,Southeast,STORE_C,2024-11-14,82.35,0,49,4035.15,14,11,2024,4,3,0,2024-11,82.35,0.0,43.113846153846154,28.793474252756642,31.237730061349694,90.33863275039745,94.81498470948013,1111153.87
PROD_006,Groceries,Northwest,STORE_H,2024-07-15,9.22,10,441,3659.42,15,7,2024,3,0,0,2024-07,8.3,92.2,441.9009584664537,348.32259183097443,379.8224582701062,104.58473282442748,110.53377265238879,1118458.09
PROD_014,Electronics,Southeast,STORE_H,2023-09-23,655.03,0,1,655.03,23,9,2023,3,5,1,2023-09,655.03,0.0,5.616071428571429,4.188638939088318,14.390827517447658,90.33863275039745,110.53377265238879,1025349.73
PROD_005,Groceries,West,STORE_H,2023-10-09,11.72,5,255,2839.17,9,10,2023,4,0,0,2023-10,11.13,58.6,323.66473988439304,289.29728508736065,379.8224582701062,97.36334405144694,110.53377265238879,1265688.08
PROD_004,Clothing,Northeast,STORE_E,2023-11-24,77.76,0,58,4510.08,24,11,2023,4,4,0,2023-11,77.76,0.0,46.686708860759495,34.71754435839137,60.807453416149066,108.28061224489795,98.56913183279742,1063842.18
PROD_003,Clothing,Northwest,STORE_D,2024-12-11,48.09,20,115,4424.28,11,12,2024,4,2,0,2024-12,38.47,961.8,74.41158536585365,48.28456157795744,60.807453416149066,104.58473282442748,102.1552,1096662.88
PROD_007,Furniture,Northeast,STORE_G,2024-07-09,531.19,30,4,1487.33,9,7,2024,3,1,0,2024-07,371.83,15935.7,7.451790633608815,7.606319402383273,7.451790633608815,108.28061224489795,110.40345368916797,1197206.24
PROD_014,Electronics,Northwest,STORE_G,2024-08-21,633.3,5,4,2406.54,21,8,2024,3,2,0,2024-08,601.63,3166.5,5.616071428571429,4.188638939088318,14.390827517447658,104.58473282442748,110.40345368916797,1025349.73
PROD_015,Sports,Southeast,STORE_G,2023-01-07,196.58,0,14,2752.12,7,1,2023,1,5,1,2023-01,196.58,0.0,19.434250764525995,18.31794322912682,31.237730061349694,90.33863275039745,110.40345368916797,1160389.6300000001
PROD_007,Furniture,West,STORE_G,2024-05-14,461.99,30,7,2263.75,14,5,2024,2,1,0,2024-05,323.39,13859.7,7.451790633608815,7.606319402383273,7.451790633608815,97.36334405144694,110.40345368916797,1197206.24
PROD_001,Electronics,Northeast,STORE_G,2024-11-15,301.2,20,16,3855.36,15,11,2024,4,4,0,2024-11,240.96,6024.0,11.690184049079754,7.541007602325399,14.390827517447658,108.28061224489795,110.40345368916797,1030698.09
PROD_003,Clothing,East,STORE_H,2024-09-29,49.03,0,64,3137.92,29,9,2024,3,6,1,2024-09,49.03,0.0,74.41158536585365,48.28456157795744,60.807453416149066,95.08077544426494,110.53377265238879,1096662.88
PROD_010,Toys,South,STORE_A,2024-10-20,27.0,10,121,2940.3,20,10,2024,4,6,1,2024-10,24.3,270.0,147.84527220630372,96.01753378999314,147.84527220630372,117.15327380952381,92.66183574879227,1158169.09
PROD_003,Clothing,Central,STORE_A,2024-01-24,54.03,0,45,2431.35,24,1,2024,1,2,0,2024-01,54.03,0.0,74.41158536585365,48.28456157795744,60.807453416149066,97.49830508474577,92.66183574879227,1096662.88
PROD_006,Groceries,Central,STORE_G,2024-03-07,8.63,5,366,3000.65,7,3,2024,1,3,0,2024-03,8.2,43.15,441.9009584664537,348.32259183097443,379.8224582701062,97.49830508474577,110.40345368916797,1118458.09
PROD_001,Electronics,Northeast,STORE_A,2023-08-18,325.58,5,7,2165.11,18,8,2023,3,4,0,2023-08,309.3,1627.9,11.690184049079754,7.541007602325399,14.390827517447658,108.28061224489795,92.66183574879227,1030698.09
PROD_011,Books,North,STORE_A,2023-09-11,20.47,0,135,2763.45,11,9,2023,3,0,0,2023-09,20.47,0.0,185.31656804733728,118.66781713088062,185.31656804733728,108.9824,92.66183574879227,1138267.86
PROD_003,Clothing,East,STORE_D,2024-04-29,45.75,0,55,2516.25,29,4,2024,2,0,0,2024-04,45.75,0.0,74.41158536585365,48.28456157795744,60.807453416149066,95.08077544426494,102.1552,1096662.88
PROD_004,Clothing,Central,STORE_H,2024-01-13,74.9,0,42,3145.8,13,1,2024,1,5,1,2024-01,74.9,0.0,46.686708860759495,34.71754435839137,60.807453416149066,97.49830508474577,110.53377265238879,1063842.18
PROD_012,Automotive,East,STORE_B,2023-11-15,142.29,10,29,3713.77,15,11,2023,4,2,0,2023-11,128.06,1422.9,27.56160458452722,13.720519650759424,27.56160458452722,95.08077544426494,107.18600953895071,1132420.5
PROD_005,Groceries,Northwest,STORE_G,2023-07-23,11.95,0,271,3238.45,23,7,2023,3,6,1,2023-07,11.95,0.0,323.66473988439304,289.29728508736065,379.8224582701062,104.58473282442748,110.40345368916797,1265688.08
PROD_011,Books,South,STORE_D,2024-12-14,19.41,25,255,3712.16,14,12,2024,4,5,1,2024-12,14.56,485.25,185.31656804733728,118.66781713088062,185.31656804733728,117.15327380952381,102.1552,1138267.86
PROD_010,Toys,North,STORE_B,2023-12-22,22.69,15,233,4493.75,22,12,2023,4,4,0,2023-12,19.29,340.35,147.84527220630372,96.01753378999314,147.84527220630372,108.9824,107.18600953895071,1158169.09
PROD_002,Electronics,North,STORE_F,2024-03-06,162.62,0,13,2114.06,6,3,2024,1,2,0,2024-03,162.62,0.0,25.618768328445746,24.167944245772304,14.390827517447658,108.9824,104.50413223140495,1182141.79
PROD_006,Groceries,East,STORE_H,2024-03-21,9.16,40,393,2159.93,21,3,2024,1,3,0,2024-03,5.5,366.4,441.9009584664537,348.32259183097443,379.8224582701062,95.08077544426494,110.53377265238879,1118458.09
PROD_011,Books,Southeast,STORE_E,2024-04-21,21.03,5,154,3076.69,21,4,2024,2,6,1,2024-04,19.98,105.15,185.31656804733728,118.66781713088062,185.31656804733728,90.33863275039745,98.56913183279742,1138267.86
PROD_005,Groceries,West,STORE_F,2023-03-30,11.88,15,296,2989.01,30,3,2023,1,3,0,2023-03,10.1,178.2,323.66473988439304,289.29728508736065,379.8224582701062,97.36334405144694,104.50413223140495,1265688.08
PROD_013,Health,Northwest,STORE_H,2023-12-11,41.46,5,117,4608.28,11,12,2023,4,0,0,2023-12,39.39,207.3,85.633431085044,72.64824962236209,85.633431085044,104.58473282442748,110.53377265238879,1190619.87
PROD_003,Clothing,West,STORE_H,2023-12-30,52.36,0,92,4817.12,30,12,2023,4,5,1,2023-12,52.36,0.0,74.41158536585365,48.28456157795744,60.807453416149066,97.36334405144694,110.53377265238879,1096662.88
PROD_015,Sports,North,STORE_E,2024-06-13,201.4,0,14,2819.6,13,6,2024,2,3,0,2024-06,201.4,0.0,19.434250764525995,18.31794322912682,31.237730061349694,108.9824,98.56913183279742,1160389.6300000001
PROD_012,Automotive,Southeast,STORE_G,2024-07-22,137.51,5,16,2090.15,22,7,2024,3,0,0,2024-07,130.63,687.55,27.56160458452722,13.720519650759424,27.56160458452722,90.33863275039745,110.40345368916797,1132420.5
PROD_011,Books,Southeast,STORE_H,2023-01-18,20.22,10,128,2329.34,18,1,2023,1,2,0,2023-01,18.2,202.2,185.31656804733728,118.66781713088062,185.31656804733728,90.33863275039745,110.53377265238879,1138267.86
PROD_012,Automotive,Central,STORE_D,2024-11-10,126.43,10,42,4779.05,10,11,2024,4,6,1,2024-11,113.79,1264.3,27.56160458452722,13.720519650759424,27.56160458452722,97.49830508474577,102.1552,1132420.5
PROD_009,Beauty,Northwest,STORE_F,2024-07-17,33.8,30,117,2768.22,17,7,2024,3,2,0,2024-07,23.66,1014.0,108.44701986754967,69.21008156157887,108.44701986754967,104.58473282442748,104.50413223140495,1044407.55
PROD_005,Groceries,Central,STORE_E,2023-08-25,11.47,20,305,2798.68,25,8,2023,3,4,0,2023-08,9.18,229.4,323.66473988439304,289.29728508736065,379.8224582701062,97.49830508474577,98.56913183279742,1265688.08
PROD_002,Electronics,West,STORE_C,2023-08-10,164.46,0,18,2960.28,10,8,2023,3,3,0,2023-08,164.46,0.0,25.618768328445746,24.167944245772304,14.390827517447658,97.36334405144694,94.81498470948013,1182141.79
PROD_010,Toys,South,STORE_E,2023-07-18,26.59,15,148,3345.02,18,7,2023,3,1,0,2023-07,22.6,398.85,147.84527220630372,96.01753378999314,147.84527220630372,117.15327380952381,98.56913183279742,1158169.09
PROD_005,Groceries,East,STORE_A,2023-10-08,13.17,0,217,2857.89,8,10,2023,4,6,1,2023-10,13.17,0.0,323.66473988439304,289.29728508736065,379.8224582701062,95.08077544426494,92.66183574879227,1265688.08
PROD_005,Groceries,Southeast,STORE_C,2023-04-16,13.09,5,246,3059.13,16,4,2023,2,6,1,2023-04,12.44,65.45,323.66473988439304,289.29728508736065,379.8224582701062,90.33863275039745,94.81498470948013,1265688.08
PROD_008,Sports,Southeast,STORE_H,2023-12-15,90.1,30,55,3468.85,15,12,2023,4,4,0,2023-12,63.07,2703.0,43.113846153846154,28.793474252756642,31.237730061349694,90.33863275039745,110.53377265238879,1111153.87
